LENSID,NIMG,IMG,ID,Parity,ZLENS,ZSRC,VELDISP,ELLIP,PHIE,KAPPA,GAMMA,S,DELAY,MAGI_IN,r0_r,RE_micro,weighted-score
5173486,2,B,5173486_B,Minimum,0.49,2.46,216.7704,0.4579841,-158.3239,0.29,0.3,0.9,0.0,20.91,13.655438837552659,295.40421527469005,0.07446599267141536
20528476,2,A,20528476_A,Saddle,0.848,2.48,314.7748,0.3585705,133.3777,1.5,1.55,0.5,479.902,20.77,14.508556147726852,223.9620896990684,0.07444446289589825
5793477,2,B,5793477_B,Saddle,0.512,3.24,187.0682,0.134837,-118.023,2.2,2.17,0.2,49.967,20.53,17.273001933878533,277.4147975383181,0.07444102512056068
12267255,4,C,12267255_C,Minimum,0.686,2.63,291.7427,0.5657126,67.72672,0.32,0.35,0.9,0.0,21.89,9.287484733748073,249.89735134766346,0.07435631546626692
9900618,2,A,9900618_A,Saddle,0.63,2.44,224.9055,0.09647498,11.74121,1.09,1.16,0.5,39.761,22.35,7.4984221504331305,261.47953670402075,0.07424730874276707
1046458,2,B,1046458_B,Saddle,0.274,2.14,147.2313,0.1959979,-57.67927,2.19,2.21,0.1,13.994,20.23,17.265850688781224,393.41829303402864,0.07419315354771157
37715373,2,B,37715373_B,Minimum,1.108,3.7,217.2701,0.3570011,-10.03995,0.32,0.39,0.9,0.0,21.97,9.801833053486002,190.87043063514602,0.07415591929822712
35821444,2,B,35821444_B,Saddle,1.082,2.13,266.0725,0.1393877,-40.42927,1.77,1.74,0.4,205.883,20.65,14.482927064908397,185.89080531841861,0.07415038338651365
31416082,4,D,31416082_D,Minimum,1.02,3.11,292.4152,0.63275,-107.9588,0.34,0.35,0.9,136.915,21.07,13.668504460046755,202.76324909863948,0.07414878058284231
13351496,2,A,13351496_A,Saddle,0.71,2.87,218.7762,0.02343821,-135.214,1.42,1.42,0.4,46.533,22.49,7.427511364994552,244.00564491437504,0.07414747948263069
1362240,2,A,1362240_A,Saddle,0.3,1.51,224.3882,0.03583096,-123.9331,3.94,3.99,0.0,74.78,19.23,22.652489179261078,369.60620136161293,0.07407241736745188
4469048,2,A,4469048_A,Saddle,0.464,2.37,201.8366,0.1701248,-99.44935,2.2,2.25,0.2,59.197,20.55,15.662227043212425,303.9964599387571,0.0740044853261292
11564854,4,A,11564854_A,Minimum,0.67,1.45,234.4229,0.5559333,-95.0666,0.3,0.27,0.9,7.495,20.83,11.452397245429564,226.6926526255854,0.07398181257839163
81495907,2,B,81495907_B,Saddle,1.616,2.99,304.7895,0.08614396,84.07607,1.19,1.22,0.5,177.629,22.23,8.365045246048851,152.12178164567158,0.07387062978915938
5989277,2,B,5989277_B,Minimum,0.518,2.84,303.3891,0.2881148,164.9314,0.3,0.28,0.9,0.0,21.49,11.209184637879636,283.0555911581956,0.07386947653786548
41372698,2,B,41372698_B,Saddle,1.156,2.69,258.8213,0.3134121,33.74127,1.36,1.43,0.5,213.828,20.85,14.388388104916702,188.19921858032106,0.0738649864632058
8538796,2,A,8538796_A,Minimum,0.594,3.08,311.889,0.3481278,-22.34519,0.3,0.31,0.9,0.0,21.19,12.973005288499959,262.3066397779208,0.07386325378109364
9131453,2,B,9131453_B,Minimum,0.61,1.37,259.4179,0.3522718,154.8608,0.32,0.35,0.9,0.0,22.25,6.186496994787833,236.2854153206697,0.07380212204460375
27122624,2,B,27122624_B,Saddle,0.956,2.55,243.2204,0.01096295,-76.0252,1.93,1.99,0.3,97.94,20.99,13.360058244397123,209.74236227451988,0.0737763395382474
57774788,2,B,57774788_B,Saddle,1.356,4.85,269.1535,0.1510825,12.03331,1.4,1.34,0.5,263.694,21.59,12.045374933228949,164.19025759096192,0.07376623096506887
1258647,4,A,1258647_A,Minimum,0.292,2.67,205.5891,0.5618968,-108.8842,0.27,0.29,0.9,0.0,21.59,10.564643020411634,372.01954684819043,0.07376402693766722
35521155,2,B,35521155_B,Minimum,1.078,3.23,217.771,0.2459656,-38.56773,0.34,0.3,0.9,0.0,20.01,21.411088393862418,196.60557041274765,0.0737256184837546
14105147,2,A,14105147_A,Minimum,0.726,1.75,236.592,0.4093254,63.7954,0.28,0.32,0.9,0.0,20.29,15.57617390182309,230.99003405232062,0.07367273880273315
136906372,2,A,136906372_A,Saddle,2.166,4.58,266.6859,0.1559969,-7.697779,1.54,1.53,0.4,207.257,21.07,14.809945916200496,131.60742149836076,0.07364667259842732
21550347,2,A,21550347_A,Minimum,0.866,2.07,209.4112,0.3551514,40.21393,0.32,0.28,0.9,0.0,20.27,16.777734280337068,215.5993686619969,0.07363455816107316
1359241,2,A,1359241_A,Minimum,0.3,1.39,203.2357,0.4295978,-73.19074,0.29,0.3,0.9,0.0,21.87,7.293057422251872,363.74417791812965,0.07359531272007469
79052435,2,A,79052435_A,Saddle,1.59,2.85,305.4921,0.1786617,71.47388,1.48,1.53,0.5,306.133,20.69,15.631478153249658,151.7317548393881,0.07356193965117677
21924648,2,B,21924648_B,Minimum,0.872,2.94,249.4595,0.4551441,-176.0437,0.3,0.34,0.9,0.0,21.65,10.590231559636946,220.29752927653277,0.07354566997620511
13089788,2,A,13089788_A,Saddle,0.704,2.05,291.0717,0.4094649,130.5944,3.01,2.96,0.2,326.529,19.57,22.3446233346823,244.0335578994321,0.0733460274172495
50824829,2,B,50824829_B,Saddle,1.274,2.83,263.6331,0.04762299,116.0674,1.46,1.49,0.4,116.98,20.85,14.599737154052598,178.12894594578492,0.07332394986238956
41677967,4,A,41677967_A,Minimum,1.16,2.47,279.8981,0.5320401,110.0049,0.32,0.31,0.9,29.71,21.75,9.653105678274102,184.85546735789939,0.07332131560727471
1239532,2,B,1239532_B,Minimum,0.29,3.35,216.7704,0.4882611,78.63889,0.26,0.3,0.9,0.0,20.27,19.39340626603313,353.9802671887101,0.07327530390317136
48364724,2,B,48364724_B,Minimum,1.244,2.45,351.5604,0.1395005,-97.75482,0.36,0.25,0.9,0.0,20.65,15.18937666957949,175.3419686838024,0.07326692789233444
8672669,2,A,8672669_A,Saddle,0.598,1.58,256.4484,0.09172613,-10.17272,1.83,1.84,0.3,114.624,20.71,12.521502273624177,253.5490746260305,0.0731830078759836
89991972,4,A,89991972_A,Minimum,1.704,3.5,269.7739,0.6568682,-167.645,0.35,0.34,0.9,14.789,22.27,8.55147835929526,151.1687766432174,0.07316465444202565
15689673,2,A,15689673_A,Minimum,0.758,1.93,314.0509,0.3350933,31.48922,0.34,0.24,0.9,0.0,19.37,23.725322395822904,230.81562698030564,0.07316121859036627
1239143,2,B,1239143_B,Saddle,0.29,1.68,229.6149,0.1152988,163.5968,1.72,1.81,0.3,58.055,21.05,11.172457803933579,381.2456629831464,0.07309454523838073
270642,2,A,270642_A,Saddle,0.17,1.14,198.1527,0.002362729,141.4156,5.0,5.03,0.0,30.311,19.79,15.60064764651313,467.01115717696206,0.07283826274484273
18287038,2,B,18287038_B,Saddle,0.808,1.81,225.4239,0.07101015,13.32092,2.6,2.58,0.2,96.843,20.33,15.534748124530644,217.19816388813877,0.07273938017773647
24213598,2,B,24213598_B,Saddle,0.91,3.46,314.7748,0.3470285,141.0752,1.83,1.82,0.4,665.948,20.49,17.836527211017263,211.5492995895246,0.07273091218589253
3647698,4,D,3647698_D,Minimum,0.43,1.52,202.3019,0.5913234,163.1279,0.3,0.3,0.9,0.0,19.73,18.4686177992706,305.0407083552955,0.07271560249173602
13359262,2,B,13359262_B,Minimum,0.71,1.88,256.4484,0.4722132,-162.1741,0.29,0.3,0.9,0.0,21.33,10.421578582809937,238.9090060858029,0.0727099630101373
98275117,2,B,98275117_B,Saddle,1.788,4.26,235.5049,0.1277049,-94.5642,1.43,1.39,0.4,124.721,21.47,12.394018235552153,147.47063964641183,0.07266997427673728
1982153,2,A,1982153_A,Saddle,0.344,1.62,184.9269,0.1320433,92.82355,3.01,3.01,0.0,42.273,19.29,22.807495918817448,347.97193790173276,0.07263518867166853
37566125,2,B,37566125_B,Saddle,1.106,3.86,207.9697,0.167407,103.7233,1.04,1.02,0.5,54.447,22.21,8.951560989356786,189.59379601010738,0.07260042492403901
2500641,2,B,2500641_B,Saddle,0.374,1.67,227.5097,0.2828267,-40.67718,1.75,1.7,0.3,108.017,20.33,15.018698524005705,334.5519288320001,0.07258331628759153
5511390,2,B,5511390_B,Minimum,0.502,1.9,223.3572,0.2269884,38.55901,0.32,0.31,0.9,0.0,20.69,13.644248461909557,291.06656405886497,0.07245272696161872
51647740,2,B,51647740_B,Minimum,1.284,3.0,296.4831,0.3068641,163.5173,0.32,0.31,0.9,0.0,21.27,12.463873210751398,178.41904836020558,0.07243426741225609
40298315,2,B,40298315_B,Saddle,1.142,2.5,263.0268,0.01050109,-66.3853,2.48,2.52,0.2,166.298,21.07,12.844755555448879,187.34463975519373,0.07237733061674612
5113164,2,B,5113164_B,Saddle,0.488,2.04,213.7962,0.1678873,139.8,3.95,3.95,0.0,101.575,19.77,20.529703558696372,296.92438003201,0.07228888512010945
10718530,4,A,10718530_A,Minimum,0.65,1.43,211.8361,0.505768,-42.20617,0.28,0.27,0.9,0.0,19.89,16.79705828472442,230.28634940842753,0.07227835931877268
7059211,2,A,7059211_A,Minimum,0.552,2.55,259.4179,0.313974,113.4006,0.3,0.3,0.9,0.0,19.69,22.898569456722594,278.268840758271,0.07216064988090015
1099462,2,A,1099462_A,Minimum,0.278,1.09,204.1738,0.3531944,48.81906,0.25,0.34,0.9,0.0,19.27,18.884094817889743,352.7911897312461,0.07212797507603547
9042251,4,A,9042251_A,Minimum,0.608,3.0,207.0141,0.5616248,6.684022,0.31,0.32,0.9,10.522,22.17,8.583274907927828,260.7263553677822,0.07204491533515325
9585414,2,B,9585414_B,Minimum,0.622,1.47,225.9436,0.350347,77.94491,0.28,0.27,0.9,0.0,20.81,11.622421177532685,240.58599775946888,0.07195750057932011
38636177,2,B,38636177_B,Minimum,1.12,2.12,260.016,0.3126675,36.29966,0.32,0.35,0.9,0.0,20.57,14.945776657485194,180.51799713854285,0.07193398810376009
8227156,4,C,8227156_C,Minimum,0.586,2.49,198.6095,0.4579889,-71.7941,0.3,0.32,0.9,0.0,21.95,8.907936405440601,270.77890108666355,0.07181915896382196
15584832,2,B,15584832_B,Minimum,0.756,1.85,293.0893,0.2852233,-41.51587,0.33,0.3,0.9,0.0,20.55,14.306898841604939,228.69427146463957,0.07159717688553112
11558521,2,B,11558521_B,Saddle,0.67,2.95,233.8837,0.264871,-143.2511,1.57,1.52,0.4,110.2,21.01,13.819849991212108,249.92592306571277,0.07151569855827038
26870855,2,A,26870855_A,Saddle,0.952,2.78,317.6874,0.2947287,-9.660459,1.92,1.93,0.4,600.326,20.03,20.40585097965308,210.9613017902332,0.07148966777482196
26609447,2,B,26609447_B,Minimum,0.948,2.01,283.1392,0.1658324,-119.6853,0.34,0.31,0.9,0.0,19.77,20.41595491136972,200.99161612197395,0.07147995216824778
4224316,2,A,4224316_A,Minimum,0.454,1.16,314.7748,0.1991822,-37.4603,0.3,0.26,0.9,0.0,20.27,12.906459668936167,267.93672313187074,0.07134874785354486
15974565,2,A,15974565_A,Minimum,0.764,4.59,226.4644,0.3634625,36.4598,0.3,0.32,0.9,0.0,21.77,11.084252622107652,211.18469613539344,0.07133533904290089
1830806,2,A,1830806_A,Saddle,0.334,1.53,226.4644,0.09227631,-35.12603,1.71,1.65,0.3,70.691,21.39,9.309765789256275,350.2229865301202,0.07131155268032331
10310998,2,A,10310998_A,Minimum,0.64,2.43,255.8586,0.3488263,99.34767,0.33,0.33,0.9,0.0,20.91,13.601769789562884,259.4454958383594,0.0713055679718913
14398133,4,B,14398133_B,Minimum,0.732,3.6,253.5129,0.5245091,-172.4786,0.3,0.42,0.9,0.0,22.37,8.255669098591337,231.26961080990236,0.07103170578711054
20398342,2,A,20398342_A,Minimum,0.846,2.38,199.0673,0.2020546,-148.2923,0.32,0.29,0.9,0.0,20.79,14.198922825359528,223.60956825691227,0.07101424932174412
970225,2,B,970225_B,Minimum,0.266,2.38,186.638,0.448601,-45.6631,0.27,0.3,0.9,0.0,20.31,17.32428815323608,395.18702026911996,0.07097051700818796
7809419,2,A,7809419_A,Minimum,0.574,1.38,220.2926,0.4505319,-103.1864,0.26,0.29,0.9,0.0,21.63,8.027605906494149,247.5087625585071,0.07096835186949527
219403,2,B,219403_B,Minimum,0.158,0.64,193.1968,0.3847746,-123.363,0.31,0.31,0.9,0.0,18.75,16.853529831488174,376.72337774692323,0.07094805334190626
21450835,2,B,21450835_B,Saddle,0.864,3.22,276.0578,0.3612977,-15.33873,2.36,2.36,0.3,326.671,20.13,20.35670905254235,219.16732603731933,0.07071752856316442
12349908,2,B,12349908_B,Minimum,0.688,1.83,200.9093,0.3922793,-41.26788,0.33,0.36,0.9,0.0,22.29,6.925369690066771,242.0366455030258,0.0706859767141505
11476620,2,A,11476620_A,Minimum,0.668,2.46,240.9905,0.2561102,43.99014,0.33,0.32,0.9,0.0,19.53,24.193887751486493,253.8518975510364,0.0706760375103873
38478917,4,A,38478917_A,Minimum,1.118,2.72,280.5434,0.6004576,54.00048,0.28,0.34,0.9,0.0,22.47,7.376028407604318,192.3612894682243,0.07063942825410177
13061880,2,A,13061880_A,Saddle,0.704,2.44,178.2379,0.3615996,19.75215,2.05,2.03,0.2,61.118,20.23,18.053852374446887,247.1509893995496,0.07063526864416918
8981275,2,B,8981275_B,Saddle,0.606,3.28,309.0295,0.05595239,-32.68986,1.17,1.2,0.5,150.233,22.65,7.19554180787563,256.7283808501886,0.07062443506592919
9125121,2,B,9125121_B,Minimum,0.61,1.79,260.6154,0.4020389,19.11958,0.3,0.27,0.9,0.0,22.17,7.213205227319144,258.8760818495049,0.07037479591767125
15374418,2,B,15374418_B,Saddle,0.752,3.88,250.6109,0.009167956,124.7902,1.56,1.52,0.4,112.701,20.85,15.745221115174049,224.2261683394788,0.07032618222187136
3927786,2,A,3927786_A,Minimum,0.442,1.3,201.8366,0.4354013,-150.1558,0.29,0.38,0.9,0.0,21.19,9.35268078491376,286.3449523820498,0.07018849153313235
1240259,2,B,1240259_B,Minimum,0.29,3.71,254.683,0.467195,136.8699,0.28,0.3,0.9,0.0,22.13,9.178139805758132,342.8979530970782,0.07014559479049388
21801021,4,B,21801021_B,Minimum,0.87,1.83,242.661,0.424254,-131.0212,0.34,0.29,0.9,0.0,22.37,6.6995087991962565,206.8028322983476,0.07010980474448311
5801008,2,B,5801008_B,Saddle,0.512,2.73,221.3095,0.02770902,57.34662,1.88,1.82,0.3,75.491,21.51,10.99223608049631,286.2074023140249,0.07005007118644584
25714825,2,A,25714825_A,Saddle,0.934,2.37,237.684,0.2520704,30.24386,1.58,1.56,0.4,167.881,20.87,13.716822390813602,210.94760724751296,0.07002869949547583
47530591,2,B,47530591_B,Minimum,1.234,2.26,247.7422,0.2739545,153.2532,0.29,0.3,0.9,0.0,20.35,16.745880551218843,171.23479209630577,0.06991594470065012
4324331,2,A,4324331_A,Saddle,0.458,2.58,235.5049,0.02369193,-130.7541,1.13,1.11,0.5,18.702,23.61,4.526582065361594,303.58812762208487,0.06983303966978062
11054033,4,C,11054033_C,Minimum,0.658,1.95,228.5599,0.5134704,-153.044,0.3,0.27,0.9,0.0,20.47,15.098966718954438,251.73455699981423,0.06982863187770372
15682737,4,A,15682737_A,Minimum,0.758,1.23,247.1724,0.4168968,43.97029,0.33,0.32,0.9,0.0,22.43,5.437940284421662,181.37571603416876,0.06980081625554248
2395688,2,A,2395688_A,Saddle,0.368,1.56,295.8012,0.1375201,119.6141,1.72,1.75,0.4,212.378,21.11,10.547981679409846,333.85010592872334,0.06974740222155065
1538733,2,B,1538733_B,Minimum,0.314,0.92,177.8279,0.3402008,11.54056,0.3,0.26,0.9,0.0,19.27,17.13029112219831,303.25733740849887,0.06973930314078987
12455413,2,B,12455413_B,Minimum,0.69,1.45,293.765,0.2357281,49.28471,0.29,0.28,0.9,0.0,19.45,20.2906707530619,221.7088313417596,0.06970390220156952
872438,2,B,872438_B,Minimum,0.256,1.51,201.8366,0.2166627,114.5934,0.32,0.27,0.9,0.0,21.19,10.053468734045733,401.0081251972755,0.0696920696843241
15881067,4,C,15881067_C,Minimum,0.762,3.75,285.7591,0.5287686,-65.44181,0.29,0.3,0.9,0.0,21.47,12.09288422643,224.98563675379103,0.06963072432808042
3935352,2,B,3935352_B,Minimum,0.442,4.59,244.3431,0.3031108,-20.20234,0.33,0.28,0.9,0.0,21.07,14.815162358977195,264.2257231778079,0.06947504945220542
9280654,2,A,9280654_A,Saddle,0.614,3.48,234.9633,0.203873,-128.3282,2.22,2.3,0.2,156.241,20.29,19.403459784733357,251.7877338249485,0.069325506264789
38479313,2,B,38479313_B,Minimum,1.118,3.43,248.3133,0.361338,-119.7825,0.32,0.42,0.9,0.0,21.95,9.719499693246604,191.99795364125654,0.06927532835929533
2768238,2,B,2768238_B,Minimum,0.388,2.11,281.1901,0.3066206,-90.80249,0.32,0.27,0.9,0.0,21.37,10.709626882180716,332.94673428189344,0.06919189803459302
1140112,4,A,1140112_A,Minimum,0.282,2.75,170.6082,0.5347658,115.8592,0.3,0.28,0.9,0.0,22.13,8.519285118450629,375.9884794402568,0.06917763411593318
32670072,2,B,32670072_B,Saddle,1.038,3.17,251.7677,0.1270716,157.4023,1.44,1.44,0.4,168.159,21.25,12.747341019234506,200.70307535964716,0.06914080295154149
39390406,2,A,39390406_A,Minimum,1.13,2.14,269.1535,0.351464,-126.4873,0.34,0.31,0.9,0.0,20.71,14.15102769451404,179.93043055885704,0.06911563562966187
13919213,2,A,13919213_A,Minimum,0.722,2.62,258.8213,0.4392317,-55.33741,0.33,0.33,0.9,0.0,20.07,19.724225718791097,243.67537549279487,0.06911210384017585
32391669,2,A,32391669_A,Saddle,1.034,2.65,247.7422,0.1785333,117.9514,1.84,1.91,0.3,140.783,20.51,16.4923892168949,201.03235778381517,0.06909599988392152
5858816,2,B,5858816_B,Minimum,0.514,1.7,236.0478,0.4390862,123.3853,0.32,0.3,0.9,0.0,20.25,15.644019669225779,282.6463870956226,0.06906236763328362
11054163,4,B,11054163_B,Minimum,0.658,1.57,229.0868,0.7560195,89.45088,0.27,0.3,0.9,33.989,20.69,12.589817515205315,237.6225097082998,0.06896853337317636
972757,2,B,972757_B,Minimum,0.266,1.96,285.1018,0.4989484,-177.4321,0.29,0.29,0.9,0.0,21.17,11.318871062617635,400.2851165142352,0.06891958079439807
45424495,2,B,45424495_B,Minimum,1.208,2.84,216.7704,0.3195785,-16.8406,0.33,0.29,0.9,0.0,21.27,12.279311678077176,184.28920980216688,0.06886982287864475
1887919,4,C,1887919_C,Minimum,0.338,3.21,192.3092,0.5661299,127.1651,0.33,0.32,0.9,12.592,21.59,11.106424772083434,334.4044478321453,0.06886512511471711
2918137,2,B,2918137_B,Minimum,0.396,1.83,202.7683,0.5186364,-150.08,0.26,0.29,0.9,0.0,21.33,10.309627212977698,328.04034288220555,0.06878275143347225
72852,2,B,72852_B,Minimum,0.108,2.17,222.8435,0.2711971,-22.43329,0.33,0.31,0.9,0.0,21.29,11.182690489483598,613.5242137607928,0.06878145198183035
79792142,2,B,79792142_B,Saddle,1.598,4.04,281.8383,0.06893338,-151.7249,1.67,1.61,0.4,286.886,21.69,11.203975699269614,157.3507744293456,0.0686464513926917
30452930,2,B,30452930_B,Saddle,1.006,2.52,244.9063,0.0116405,168.5568,1.61,1.6,0.4,92.32,21.91,9.09098529685911,203.31000808520182,0.06861587496743572
24463290,2,B,24463290_B,Saddle,0.914,2.78,311.1716,0.0521686,-122.7691,1.89,1.89,0.4,345.353,20.91,14.169506042728669,215.57930159827873,0.06857596205251411
17232759,2,A,17232759_A,Minimum,0.788,2.47,235.5049,0.2969106,60.94751,0.32,0.35,0.9,0.0,19.57,23.82687358756783,233.01021794197484,0.06853503704901064
11740931,2,B,11740931_B,Minimum,0.674,1.59,246.0368,0.1932584,173.9469,0.33,0.19,0.9,0.0,20.41,14.219376897824434,234.88479310634295,0.06852015323920588
37576986,4,B,37576986_B,Minimum,1.106,2.91,244.9063,0.4389497,0.1871538,0.33,0.29,0.9,0.0,22.53,7.333233849752329,194.40275922935686,0.06851877209916078
1832237,2,A,1832237_A,Minimum,0.334,1.5,215.2782,0.3677332,55.15901,0.3,0.28,0.9,0.0,22.33,6.248606106350034,348.97236541181434,0.06835849285423579
1490061,2,A,1490061_A,Minimum,0.31,1.54,242.661,0.2370684,117.8264,0.31,0.27,0.9,0.0,19.67,19.047116206582466,364.52469493946063,0.06829378397200671
2848259,4,D,2848259_D,Minimum,0.392,3.6,264.85,0.4294312,-173.3362,0.3,0.3,0.9,0.0,22.29,8.533992903101261,303.2209151504969,0.06826006950033185
9048215,4,B,9048215_B,Minimum,0.608,2.75,242.1029,0.498631,-173.5277,0.3,0.27,0.9,0.0,21.15,12.788015476588086,263.8647669915413,0.06822019467864256
42421613,2,B,42421613_B,Minimum,1.17,4.55,194.0886,0.1457874,-137.2885,0.42,0.38,0.8,0.0,17.57,63.108792683964325,177.8845584677784,0.06819607452299106
458890,2,A,458890_A,Minimum,0.204,1.43,296.4831,0.5010447,-84.99861,0.29,0.28,0.9,0.0,20.65,12.258384210871021,446.37559253579485,0.06816987357009503
55684415,2,B,55684415_B,Saddle,1.332,3.35,206.538,0.01707356,32.41718,1.23,1.22,0.4,23.199,23.33,5.455745403552406,175.33124820520834,0.06804283580723075
539972,2,B,539972_B,Saddle,0.216,2.03,225.9436,0.3553234,122.5092,3.76,3.71,0.0,88.555,19.33,24.591521065019844,442.0893464858801,0.06798680896444668
8239237,2,B,8239237_B,Minimum,0.586,3.03,263.6331,0.5613153,-130.8212,0.27,0.3,0.9,0.0,20.57,16.702902389622153,264.6989058169351,0.06796349270395526
29767290,4,B,29767290_B,Minimum,0.996,2.13,223.3572,0.5530586,-100.9869,0.3,0.28,0.9,12.078,21.37,10.746235249030422,197.65362075224758,0.06790363616446844
43865308,4,A,43865308_A,Minimum,1.188,3.06,330.3695,0.5928097,-49.31522,0.3,0.27,0.9,111.611,22.19,8.556741978812532,186.92524471799632,0.06778230669182257
9899391,2,A,9899391_A,Minimum,0.63,1.24,210.3778,0.3215765,-76.76889,0.29,0.33,0.9,0.0,21.45,8.1970463450827,217.76627420781728,0.0677697075608733
5342797,2,B,5342797_B,Saddle,0.496,1.59,286.4178,0.1894282,113.4951,2.02,2.05,0.3,200.827,19.35,22.06381288459114,284.2823408245174,0.06776237375220165
229733,2,B,229733_B,Minimum,0.16,1.45,279.8981,0.2967346,55.7922,0.31,0.27,0.9,0.0,21.01,10.629097818443748,505.29695480940217,0.06769253844511827
3076572,2,B,3076572_B,Minimum,0.404,1.34,188.3649,0.4146899,32.05315,0.32,0.3,0.9,0.0,20.95,10.488471294119783,305.3749213522986,0.06768217659663257
25705382,2,A,25705382_A,Saddle,0.934,3.54,229.0868,0.09323985,-172.1772,1.27,1.37,0.5,68.782,21.75,10.635187100572582,208.1908336214933,0.06765373636822197
29771852,2,B,29771852_B,Minimum,0.996,1.74,287.0781,0.2582236,-91.92771,0.31,0.28,0.9,0.0,19.23,24.11121191736922,180.26912572609442,0.06760016054855633
9287657,2,B,9287657_B,Minimum,0.614,1.23,294.4422,0.2311118,150.1234,0.31,0.27,0.9,0.0,20.69,11.18495997083644,221.30894967355334,0.06756966087139366
1467390,2,B,1467390_B,Minimum,0.308,1.5,276.6942,0.3144756,-30.22757,0.29,0.27,0.9,0.0,21.09,10.446796836992398,364.16445585564213,0.06748515305396918
3129896,2,A,3129896_A,Minimum,0.406,1.74,264.85,0.6241801,115.3368,0.26,0.28,0.9,0.0,19.15,24.924074466975487,322.2068245866223,0.06729025584400097
15181437,2,B,15181437_B,Saddle,0.748,2.18,228.0342,0.2322331,-61.60025,2.76,2.83,0.1,139.513,19.83,20.514162200750874,237.63945256152928,0.06728287848481788
4787636,2,B,4787636_B,Saddle,0.476,2.38,211.8361,0.05577185,-29.63491,1.66,1.76,0.3,41.899,21.39,11.072747556211297,300.2138598764168,0.06720819425192166
17547695,2,B,17547695_B,Saddle,0.794,1.98,259.4179,0.2110579,103.027,1.5,1.49,0.4,169.715,21.15,11.457557166000765,225.52650962003727,0.06720454804860208
677815,2,B,677815_B,Minimum,0.234,1.65,244.9063,0.3215284,150.0169,0.31,0.28,0.9,0.0,18.41,33.11047690137595,423.7306349379125,0.06719352044812882
25211443,4,C,25211443_C,Minimum,0.926,3.75,268.5344,0.6194076,-34.6981,0.28,0.37,0.9,3.47,21.75,10.767872266067833,206.60406465853222,0.0670634792996009
3384695,2,B,3384695_B,Saddle,0.418,1.94,301.9952,0.127042,176.2101,2.78,2.81,0.2,317.848,20.31,16.102139966863092,320.39696137637844,0.06703908315985567
1287469,2,A,1287469_A,Saddle,0.294,1.99,267.9168,0.0003648368,147.295,1.84,1.83,0.3,86.501,21.83,8.660146869719933,381.2735716035683,0.06700136650832124
773912,2,A,773912_A,Minimum,0.246,0.98,164.8162,0.4190117,71.76827,0.29,0.28,0.9,0.0,19.55,15.831223632436906,362.618359186118,0.06699226083856541
5391282,2,B,5391282_B,Minimum,0.498,2.65,229.0868,0.3405825,154.5174,0.33,0.3,0.9,0.0,19.91,21.14869507389075,291.0194127585646,0.06698604598866496
36252166,4,C,36252166_C,Minimum,1.088,2.08,268.5344,0.3991665,-121.1002,0.35,0.31,0.9,0.0,22.05,8.037174350581685,183.32238656682154,0.06692560214887136
9505360,4,B,9505360_B,Minimum,0.62,1.99,216.2719,0.5102603,-151.7058,0.32,0.35,0.9,0.0,22.61,6.267946160821179,261.07678830040544,0.06682828282717203
15074352,2,B,15074352_B,Saddle,0.746,4.9,237.1374,0.02265753,-22.02173,2.11,2.1,0.3,142.224,21.25,13.889294934711701,208.06130656066134,0.06677701449447032
213258,4,A,213258_A,Minimum,0.156,1.72,254.683,0.4980711,-143.4207,0.26,0.2,0.9,0.0,21.25,10.387349066263338,518.4320075106809,0.06674732928448257
1102959,4,A,1102959_A,Minimum,0.278,1.05,248.8857,0.4379583,7.072728,0.32,0.3,0.9,0.0,22.19,5.5136855619978276,347.6827484293708,0.06672965763721436
134015833,2,B,134015833_B,Minimum,2.138,3.1,332.6596,0.4162104,148.7446,0.29,0.28,0.9,0.0,21.39,11.960882242474039,117.3624946625902,0.06651011133637685
15453844,4,B,15453844_B,Minimum,0.754,2.24,177.4189,0.5133553,2.93674,0.3,0.32,0.9,0.0,22.37,7.2273286974507345,237.2498561161556,0.06648232206767306
19702244,2,B,19702244_B,Minimum,0.834,1.97,196.336,0.3746946,-125.4694,0.28,0.32,0.9,0.0,20.41,15.540011977947577,218.20595430781378,0.06642601390874704
2362234,2,B,2362234_B,Minimum,0.366,2.17,285.7591,0.347318,69.008,0.3,0.26,0.9,0.0,20.83,13.5315113083226,342.2408463841841,0.06634843791780845
38482487,2,B,38482487_B,Minimum,1.118,2.02,248.3133,0.3156596,21.88035,0.33,0.3,0.9,0.0,21.55,9.7809512456422,176.7595769102242,0.066322471431732
11913627,4,C,11913627_C,Minimum,0.678,2.35,246.6039,0.6594033,93.56779,0.34,0.31,0.9,73.165,21.53,10.404841441299961,251.8936560806982,0.06628247118415458
33937496,2,B,33937496_B,Minimum,1.056,2.31,214.2891,0.3671802,0.3802514,0.28,0.32,0.9,0.0,20.29,17.2958045156284,194.04030314819045,0.06614857994460945
12511576,2,A,12511576_A,Saddle,0.692,3.6,176.6038,0.05402239,-135.2647,1.98,1.95,0.2,39.642,21.37,12.495460827540121,237.00568405351757,0.06599231961025825
12809380,4,B,12809380_B,Minimum,0.698,2.08,257.6321,0.5390114,103.2147,0.3,0.28,0.9,0.0,22.47,6.753103246478033,245.71738172758717,0.06583672160581779
